Well,Fluor,Target,Sample,Rep,Cq
B09,FAM,,'03-65,1,45
B10,FAM,,'03-65,2,45
B11,FAM,,'03-73,1,45
B12,FAM,,'03-73,2,45
C01,FAM,,'03-32,1,45
C02,FAM,,'03-32,2,45
C03,FAM,,'03-40,1,45
C04,FAM,,'03-40,2,45
C05,FAM,,'03-48,1,45
C06,FAM,,'03-48,2,45
C07,FAM,,'03-56,1,45
C08,FAM,,'03-56,2,45
C09,FAM,,'03-64,1,45
C10,FAM,,'03-64,2,45
C11,FAM,,'03-72,1,45
C12,FAM,,'03-72,2,45
D01,FAM,,'03-31,1,45
D02,FAM,,'03-31,2,45
D03,FAM,,'03-39,1,45
D04,FAM,,'03-39,2,45
D05,FAM,,'03-47,1,45
D06,FAM,,'03-47,2,45
D07,FAM,,'03-55,1,45
D08,FAM,,'03-55,2,45
D09,FAM,,'03-63,1,45
D10,FAM,,'03-63,2,45
D11,FAM,,'03-71,1,45
D12,FAM,,'03-71,2,45
E01,FAM,,'04-53,1,45
E02,FAM,,'04-53,2,45
E03,FAM,,'04-61,1,45
E04,FAM,,'04-61,2,45
E05,FAM,,'04-69,1,45
E06,FAM,,'04-69,2,45
E07,FAM,,'04-77,1,34.14736066
E08,FAM,,'04-77,2,34.40877276
E09,FAM,,'04-31,1,45
E10,FAM,,'04-31,2,45
E11,FAM,,'04-39,1,37.55320753
E12,FAM,,'04-39,2,35.69247954
F01,FAM,,'04-52,1,45
F02,FAM,,'04-52,2,36.87388479
F03,FAM,,'04-60,1,45
F04,FAM,,'04-60,2,45
F05,FAM,,'04-68,1,45
F06,FAM,,'04-68,2,45
F07,FAM,,'04-76,1,33.07639812
F08,FAM,,'04-76,2,32.23272021
F09,FAM,,'04-30,1,45
F10,FAM,,'04-30,2,45
F11,FAM,,'04-38,1,45
F12,FAM,,'04-38,2,45
G01,FAM,,'04-51,1,45
G02,FAM,,'04-51,2,43.28456484
G03,FAM,,'04-59,1,45
G04,FAM,,'04-59,2,45
G05,FAM,,'04-67,1,45
G06,FAM,,'04-67,2,45
G07,FAM,,'04-75,1,45
G08,FAM,,'04-75,2,45
G09,FAM,,"Bd+FV3 10_5,5",1,24.13165097
G10,FAM,,"Bd+FV3 10_2,2",1,34.4636924
G11,FAM,,"Bd+FV3 10_1,1",1,35.23907394
G12,FAM,,NTC,1,45
H01,FAM,,'04-50,1,37.34567608
H02,FAM,,'04-50,2,36.45246938
H03,FAM,,'04-58,1,45
H04,FAM,,'04-58,2,45
H05,FAM,,'04-66,1,31.44319282
H06,FAM,,'04-66,2,31.44530551
H07,FAM,,'04-74,1,45
H08,FAM,,'04-74,2,45
H09,FAM,,"Bd+FV3 10_5,5",2,23.96138327
H10,FAM,,"Bd+FV3 10_2,2",2,34.37583613
H11,FAM,,"Bd+FV3 10_1,1",2,35.06783044
H12,FAM,,NTC,2,45
A01,HEX,,'03-34,1,45
A02,HEX,,'03-34,2,45
A03,HEX,,'03-42,1,45
A04,HEX,,'03-42,2,45
A05,HEX,,'03-50,1,45
A06,HEX,,'03-50,2,45
A07,HEX,,'03-58,1,45
A08,HEX,,'03-58,2,45
A09,HEX,,'03-66,1,45
A10,HEX,,'03-66,2,45
A11,HEX,,'03-74,1,45
A12,HEX,,'03-74,2,45
B01,HEX,,'03-33,1,45
B02,HEX,,'03-33,2,45
B03,HEX,,'03-41,1,45
B04,HEX,,'03-41,2,45
B05,HEX,,'03-49,1,45
B06,HEX,,'03-49,2,45
B07,HEX,,'03-57,1,45
B08,HEX,,'03-57,2,45
B09,HEX,,'03-65,1,45
B10,HEX,,'03-65,2,45
B11,HEX,,'03-73,1,45
B12,HEX,,'03-73,2,45
C01,HEX,,'03-32,1,45
C02,HEX,,'03-32,2,40.06653121
C03,HEX,,'03-40,1,45
C04,HEX,,'03-40,2,45
C05,HEX,,'03-48,1,45
C06,HEX,,'03-48,2,45
C07,HEX,,'03-56,1,45
C08,HEX,,'03-56,2,45
C09,HEX,,'03-64,1,45
C10,HEX,,'03-64,2,45
C11,HEX,,'03-72,1,45
C12,HEX,,'03-72,2,45
D01,HEX,,'03-31,1,45
D02,HEX,,'03-31,2,45
D03,HEX,,'03-39,1,45
D04,HEX,,'03-39,2,45
D05,HEX,,'03-47,1,42.19052461
D06,HEX,,'03-47,2,45
D07,HEX,,'03-55,1,45
D08,HEX,,'03-55,2,45
D09,HEX,,'03-63,1,45
D10,HEX,,'03-63,2,45
D11,HEX,,'03-71,1,45
D12,HEX,,'03-71,2,45
E01,HEX,,'04-53,1,45
E02,HEX,,'04-53,2,45
E03,HEX,,'04-61,1,45
E04,HEX,,'04-61,2,45
E05,HEX,,'04-69,1,45
E06,HEX,,'04-69,2,45
E07,HEX,,'04-77,1,45
E08,HEX,,'04-77,2,45
E09,HEX,,'04-31,1,45
E10,HEX,,'04-31,2,45
E11,HEX,,'04-39,1,45
E12,HEX,,'04-39,2,45
F01,HEX,,'04-52,1,45
F02,HEX,,'04-52,2,45
F03,HEX,,'04-60,1,45
F04,HEX,,'04-60,2,45
F05,HEX,,'04-68,1,45
F06,HEX,,'04-68,2,45
F07,HEX,,'04-76,1,45
F08,HEX,,'04-76,2,45
F09,HEX,,'04-30,1,45
F10,HEX,,'04-30,2,45
F11,HEX,,'04-38,1,45
F12,HEX,,'04-38,2,45
G01,HEX,,'04-51,1,45
G02,HEX,,'04-51,2,45
G03,HEX,,'04-59,1,45
G04,HEX,,'04-59,2,45
G05,HEX,,'04-67,1,45
G06,HEX,,'04-67,2,45
G07,HEX,,'04-75,1,45
G08,HEX,,'04-75,2,45
G09,HEX,,"Bd+FV3 10_5,5",1,27.22099267
G10,HEX,,"Bd+FV3 10_2,2",1,37.27198244
G11,HEX,,"Bd+FV3 10_1,1",1,37.53512625
G12,HEX,,NTC,1,45
H01,HEX,,'04-50,1,45
H02,HEX,,'04-50,2,45
H03,HEX,,'04-58,1,45
H04,HEX,,'04-58,2,45
H05,HEX,,'04-66,1,45
H06,HEX,,'04-66,2,45
H07,HEX,,'04-74,1,45
H08,HEX,,'04-74,2,45
H09,HEX,,"Bd+FV3 10_5,5",2,27.05608152
H10,HEX,,"Bd+FV3 10_2,2",2,37.23290727
H11,HEX,,"Bd+FV3 10_1,1",2,37.78953681
H12,HEX,,NTC,2,45
A01,FAM,,'04-49,1,38.24775039
A02,FAM,,'04-49,2,36.68894971
A03,FAM,,'04-65,1,45
A04,FAM,,'04-65,2,45
A05,FAM,,'05-04,1,30.83855798
A06,FAM,,'05-04,2,31.43818415
A07,FAM,,'05-12,1,45
A08,FAM,,'05-12,2,45
A09,FAM,,'05-20,1,45
A10,FAM,,'05-20,2,45
A11,FAM,,'05-28,1,45
A12,FAM,,'05-28,2,45
B01,FAM,,'04-48,1,45
B02,FAM,,'04-48,2,45
B03,FAM,,'04-64,1,45
B04,FAM,,'04-64,2,45
B05,FAM,,'05-03,1,45
B06,FAM,,'05-03,2,45
B07,FAM,,'05-11,1,45
B08,FAM,,'05-11,2,45
B09,FAM,,'05-19,1,18.53705537
B10,FAM,,'05-19,2,45
B11,FAM,,'05-27,1,45
B12,FAM,,'05-27,2,45
C01,FAM,,'04-47,1,45
C02,FAM,,'04-47,2,35.32164845
C03,FAM,,'04-63,1,45
C04,FAM,,'04-63,2,45
C05,FAM,,'05-02,1,45
C06,FAM,,'05-02,2,45
C07,FAM,,'05-10,1,45
C08,FAM,,'05-10,2,45
C09,FAM,,'05-18,1,45
C10,FAM,,'05-18,2,45
C11,FAM,,'05-26,1,45
C12,FAM,,'05-26,2,45
D01,FAM,,'04-46,1,45
D02,FAM,,'04-46,2,45
D03,FAM,,'04-62,1,45
D04,FAM,,'04-62,2,45
D05,FAM,,'05-01,1,43.54642671
D06,FAM,,'05-01,2,39.23274537
D07,FAM,,'05-09,1,45
D08,FAM,,'05-09,2,45
D09,FAM,,'05-17,1,45
D10,FAM,,'05-17,2,45
D11,FAM,,'05-25,1,45
D12,FAM,,'05-25,2,45
E01,FAM,,'04-57,1,38.03817293
E02,FAM,,'04-57,2,37.59309863
E03,FAM,,'04-73,1,45
E04,FAM,,'04-73,2,45
E05,FAM,,'04-81,1,41.91760605
E06,FAM,,'04-81,2,45
E07,FAM,,'05-08,1,45
E08,FAM,,'05-08,2,45
E09,FAM,,'05-16,1,45
E10,FAM,,'05-16,2,45
E11,FAM,,'05-24,1,45
E12,FAM,,'05-24,2,45
F01,FAM,,'04-56,1,45
F02,FAM,,'04-56,2,36.33973184
F03,FAM,,'04-72,1,45
F04,FAM,,'04-72,2,45
F05,FAM,,'04-80,1,45
F06,FAM,,'04-80,2,45
F07,FAM,,'05-07,1,45
F08,FAM,,'05-07,2,45
F09,FAM,,'05-15,1,45
F10,FAM,,'05-15,2,45
F11,FAM,,'05-23,1,45
F12,FAM,,'05-23,2,45
G01,FAM,,'04-55,1,33.38534656
G02,FAM,,'04-55,2,30.55205846
G03,FAM,,'04-71,1,31.93957641
G04,FAM,,'04-71,2,45
G05,FAM,,'04-79,1,45
G06,FAM,,'04-79,2,45
G07,FAM,,'05-06,1,45
G08,FAM,,'05-06,2,45
G09,FAM,,"Bd+FV3 10_5,5",1,21.58710139
G10,FAM,,"Bd+FV3 10_2,2",1,31.09213656
G11,FAM,,"Bd+FV3 10_1,1",1,31.89225371
G12,FAM,,NTC,1,45
H01,FAM,,'04-54,1,45
H02,FAM,,'04-54,2,45
H03,FAM,,'04-70,1,45
H04,FAM,,'04-70,2,45
H05,FAM,,'04-78,1,45
H06,FAM,,'04-78,2,45
H07,FAM,,'05-05,1,45
H08,FAM,,'05-05,2,45
H09,FAM,,"Bd+FV3 10_5,5",2,25.1403058
H10,FAM,,"Bd+FV3 10_2,2",2,36.09407458
H11,FAM,,"Bd+FV3 10_1,1",2,35.32331364
H12,FAM,,NTC,2,1.301013069
A01,HEX,,'04-49,1,45
A02,HEX,,'04-49,2,45
A03,HEX,,'04-65,1,45
A04,HEX,,'04-65,2,45
A05,HEX,,'05-04,1,45
A06,HEX,,'05-04,2,45
A07,HEX,,'05-12,1,45
A08,HEX,,'05-12,2,45
A09,HEX,,'05-20,1,45
A10,HEX,,'05-20,2,45
A11,HEX,,'05-28,1,45
A12,HEX,,'05-28,2,45
B01,HEX,,'04-48,1,45
B02,HEX,,'04-48,2,45
B03,HEX,,'04-64,1,45
B04,HEX,,'04-64,2,45
B05,HEX,,'05-03,1,45
B06,HEX,,'05-03,2,45
B07,HEX,,'05-11,1,45
B08,HEX,,'05-11,2,45
B09,HEX,,'05-19,1,45
B10,HEX,,'05-19,2,45
B11,HEX,,'05-27,1,45
B12,HEX,,'05-27,2,45
C01,HEX,,'04-47,1,45
C02,HEX,,'04-47,2,45
C03,HEX,,'04-63,1,45
C04,HEX,,'04-63,2,45
C05,HEX,,'05-02,1,45
C06,HEX,,'05-02,2,45
C07,HEX,,'05-10,1,45
C08,HEX,,'05-10,2,45
C09,HEX,,'05-18,1,45
C10,HEX,,'05-18,2,45
C11,HEX,,'05-26,1,45
C12,HEX,,'05-26,2,45
D01,HEX,,'04-46,1,45
D02,HEX,,'04-46,2,45
D03,HEX,,'04-62,1,45
D04,HEX,,'04-62,2,45
D05,HEX,,'05-01,1,45
D06,HEX,,'05-01,2,45
D07,HEX,,'05-09,1,45
D08,HEX,,'05-09,2,45
D09,HEX,,'05-17,1,45
D10,HEX,,'05-17,2,45
D11,HEX,,'05-25,1,45
D12,HEX,,'05-25,2,45
E01,HEX,,'04-57,1,45
E02,HEX,,'04-57,2,45
E03,HEX,,'04-73,1,45
E04,HEX,,'04-73,2,45
E05,HEX,,'04-81,1,45
E06,HEX,,'04-81,2,45
E07,HEX,,'05-08,1,45
E08,HEX,,'05-08,2,45
E09,HEX,,'05-16,1,45
E10,HEX,,'05-16,2,45
E11,HEX,,'05-24,1,45
E12,HEX,,'05-24,2,45
F01,HEX,,'04-56,1,45
F02,HEX,,'04-56,2,45
F03,HEX,,'04-72,1,45
F04,HEX,,'04-72,2,45
F05,HEX,,'04-80,1,45
F06,HEX,,'04-80,2,45
F07,HEX,,'05-07,1,45
F08,HEX,,'05-07,2,45
F09,HEX,,'05-15,1,45
F10,HEX,,'05-15,2,45
F11,HEX,,'05-23,1,45
F12,HEX,,'05-23,2,45
G01,HEX,,'04-55,1,45
G02,HEX,,'04-55,2,45
G03,HEX,,'04-71,1,45
G04,HEX,,'04-71,2,45
G05,HEX,,'04-79,1,45
G06,HEX,,'04-79,2,45
G07,HEX,,'05-06,1,45
G08,HEX,,'05-06,2,45
G09,HEX,,"Bd+FV3 10_5,5",1,25.27150891
G10,HEX,,"Bd+FV3 10_2,2",1,33.96576925
G11,HEX,,"Bd+FV3 10_1,1",1,35.17290464
G12,HEX,,NTC,1,45
H01,HEX,,'04-54,1,45
H02,HEX,,'04-54,2,45
H03,HEX,,'04-70,1,45
H04,HEX,,'04-70,2,45
H05,HEX,,'04-78,1,45
H06,HEX,,'04-78,2,45
H07,HEX,,'05-05,1,45
H08,HEX,,'05-05,2,45
H09,HEX,,"Bd+FV3 10_5,5",2,25.53927569
H10,HEX,,"Bd+FV3 10_2,2",2,36.45879228
H11,HEX,,"Bd+FV3 10_1,1",2,35.61839034
H12,HEX,,NTC,2,45
A01,FAM,,'05-36,1,45
A02,FAM,,'05-36,2,45
A03,FAM,,'05-44,1,45
A04,FAM,,'05-44,2,45
A05,FAM,,'05-52,1,45
A06,FAM,,'05-52,2,45
A07,FAM,,'05-60,1,45
A08,FAM,,'05-60,2,45
A09,FAM,,'05-14,1,45
A10,FAM,,'05-14,2,45
A11,FAM,,'05-65,1,45
A12,FAM,,'05-65,2,45
B01,FAM,,'05-35,1,45
B02,FAM,,'05-35,2,45
B03,FAM,,'05-43,1,45
B04,FAM,,'05-43,2,45
B05,FAM,,'05-51,1,45
B06,FAM,,'05-51,2,45
B07,FAM,,'05-59,1,45
B08,FAM,,'05-59,2,45
B09,FAM,,'05-13,1,45
B10,FAM,,'05-13,2,45
B11,FAM,,'05-64,1,45
B12,FAM,,'05-64,2,45
C01,FAM,,'05-34,1,45
C02,FAM,,'05-34,2,45
C03,FAM,,'05-42,1,45
C04,FAM,,'05-42,2,45
C05,FAM,,'05-50,1,45
C06,FAM,,'05-50,2,45
C07,FAM,,'05-58,1,45
C08,FAM,,'05-58,2,45
C09,FAM,,'05-22,1,45
C10,FAM,,'05-22,2,45
C11,FAM,,'05-63,1,45
C12,FAM,,'05-63,2,45
D01,FAM,,'05-33,1,45
D02,FAM,,'05-33,2,45
D03,FAM,,'05-41,1,45
D04,FAM,,'05-41,2,45
D05,FAM,,'05-49,1,45
D06,FAM,,'05-49,2,45
D07,FAM,,'05-57,1,45
D08,FAM,,'05-57,2,45
D09,FAM,,'05-68,1,45
D10,FAM,,'05-68,2,45
D11,FAM,,'05-62,1,45
D12,FAM,,'05-62,2,45
E01,FAM,,'05-32,1,45
E02,FAM,,'05-32,2,45
E03,FAM,,'05-40,1,45
E04,FAM,,'05-40,2,45
E05,FAM,,'05-48,1,45
E06,FAM,,'05-48,2,45
E07,FAM,,'05-56,1,45
E08,FAM,,'05-56,2,45
E09,FAM,,'05-67,1,45
E10,FAM,,'05-67,2,45
E11,FAM,,'05-61,1,45
E12,FAM,,'05-61,2,45
F01,FAM,,'05-31,1,45
F02,FAM,,'05-31,2,45
F03,FAM,,'05-39,1,45
F04,FAM,,'05-39,2,45
F05,FAM,,'05-47,1,45
F06,FAM,,'05-47,2,45
F07,FAM,,'05-55,1,45
F08,FAM,,'05-55,2,45
F09,FAM,,'05-66,1,45
F10,FAM,,'05-66,2,45
F11,FAM,,Empty,1,45
F12,FAM,,Empty,2,45
G01,FAM,,'05-30,1,45
G02,FAM,,'05-30,2,45
G03,FAM,,'05-38,1,45
G04,FAM,,'05-38,2,45
G05,FAM,,'05-46,1,45
G06,FAM,,'05-46,2,45
G07,FAM,,'05-54,1,45
G08,FAM,,'05-54,2,45
G09,FAM,,"Bd+FV3 10_5,5",1,24.87225635
G10,FAM,,"Bd+FV3 10_2,2",1,34.87285908
G11,FAM,,"Bd+FV3 10_1,1",1,35.4764023
G12,FAM,,NTC,1,45
H01,FAM,,'05-29,1,45
H02,FAM,,'05-29,2,45
H03,FAM,,'05-37,1,45
H04,FAM,,'05-37,2,45
H05,FAM,,'05-45,1,45
H06,FAM,,'05-45,2,45
H07,FAM,,'05-53,1,45
H08,FAM,,'05-53,2,45
H09,FAM,,"Bd+FV3 10_5,5",2,24.88910946
H10,FAM,,"Bd+FV3 10_2,2",2,36.56792764
H11,FAM,,"Bd+FV3 10_1,1",2,34.95568604
H12,FAM,,NTC,2,45
A01,HEX,,'05-36,1,45
A02,HEX,,'05-36,2,45
A03,HEX,,'05-44,1,45
A04,HEX,,'05-44,2,45
A05,HEX,,'05-52,1,45
A06,HEX,,'05-52,2,45
A07,HEX,,'05-60,1,45
A08,HEX,,'05-60,2,45
A09,HEX,,'05-14,1,45
A10,HEX,,'05-14,2,45
A11,HEX,,'05-65,1,45
A12,HEX,,'05-65,2,45
B01,HEX,,'05-35,1,45
B02,HEX,,'05-35,2,45
B03,HEX,,'05-43,1,45
B04,HEX,,'05-43,2,45
B05,HEX,,'05-51,1,45
B06,HEX,,'05-51,2,45
B07,HEX,,'05-59,1,45
B08,HEX,,'05-59,2,45
B09,HEX,,'05-13,1,45
B10,HEX,,'05-13,2,45
B11,HEX,,'05-64,1,45
B12,HEX,,'05-64,2,45
C01,HEX,,'05-34,1,45
C02,HEX,,'05-34,2,45
C03,HEX,,'05-42,1,45
C04,HEX,,'05-42,2,45
C05,HEX,,'05-50,1,45
C06,HEX,,'05-50,2,45
C07,HEX,,'05-58,1,45
C08,HEX,,'05-58,2,45
C09,HEX,,'05-22,1,45
C10,HEX,,'05-22,2,45
C11,HEX,,'05-63,1,45
C12,HEX,,'05-63,2,45
D01,HEX,,'05-33,1,45
D02,HEX,,'05-33,2,45
D03,HEX,,'05-41,1,45
D04,HEX,,'05-41,2,45
D05,HEX,,'05-49,1,45
D06,HEX,,'05-49,2,45
D07,HEX,,'05-57,1,45
D08,HEX,,'05-57,2,45
D09,HEX,,'05-68,1,45
D10,HEX,,'05-68,2,45
D11,HEX,,'05-62,1,45
D12,HEX,,'05-62,2,45
E01,HEX,,'05-32,1,45
E02,HEX,,'05-32,2,45
E03,HEX,,'05-40,1,45
E04,HEX,,'05-40,2,45
E05,HEX,,'05-48,1,45
E06,HEX,,'05-48,2,45
E07,HEX,,'05-56,1,45
E08,HEX,,'05-56,2,45
E09,HEX,,'05-67,1,45
E10,HEX,,'05-67,2,45
E11,HEX,,'05-61,1,45
E12,HEX,,'05-61,2,45
F01,HEX,,'05-31,1,45
F02,HEX,,'05-31,2,45
F03,HEX,,'05-39,1,45
F04,HEX,,'05-39,2,45
F05,HEX,,'05-47,1,45
F06,HEX,,'05-47,2,45
F07,HEX,,'05-55,1,45
F08,HEX,,'05-55,2,45
F09,HEX,,'05-66,1,45
F10,HEX,,'05-66,2,45
F11,HEX,,Empty,1,45
F12,HEX,,Empty,2,45
G01,HEX,,'05-30,1,45
G02,HEX,,'05-30,2,45
G03,HEX,,'05-38,1,45
G04,HEX,,'05-38,2,45
G05,HEX,,'05-46,1,45
G06,HEX,,'05-46,2,45
G07,HEX,,'05-54,1,45
G08,HEX,,'05-54,2,45
G09,HEX,,"Bd+FV3 10_5,5",1,25.60237587
G10,HEX,,"Bd+FV3 10_2,2",1,35.40092231
G11,HEX,,"Bd+FV3 10_1,1",1,35.61494199
G12,HEX,,NTC,1,45
H01,HEX,,'05-29,1,45
H02,HEX,,'05-29,2,45
H03,HEX,,'05-37,1,45
H04,HEX,,'05-37,2,45
H05,HEX,,'05-45,1,45
H06,HEX,,'05-45,2,45
H07,HEX,,'05-53,1,45
H08,HEX,,'05-53,2,45
H09,HEX,,"Bd+FV3 10_5,5",2,25.70308676
H10,HEX,,"Bd+FV3 10_2,2",2,36.61135364
H11,HEX,,"Bd+FV3 10_1,1",2,34.85483301
H12,HEX,,NTC,2,45
A01,FAM,,'05-76,1,1.790392163
A02,FAM,,'05-76,2,45
A03,FAM,,'06-03,1,45
A04,FAM,,'06-03,2,45
A05,FAM,,'06-11,1,45
A06,FAM,,'06-11,2,45
A07,FAM,,'06-19,1,45
A08,FAM,,'06-19,2,45
A09,FAM,,'06-27,1,45
A10,FAM,,'06-27,2,25.44198931
A11,FAM,,'06-35,1,45
A12,FAM,,'06-35,2,45
B01,FAM,,'05-75,1,45
B02,FAM,,'05-75,2,45
B03,FAM,,'06-02,1,45
B04,FAM,,'06-02,2,45
B05,FAM,,'06-10,1,45
B06,FAM,,'06-10,2,23.71404692
B07,FAM,,'06-18,1,45
B08,FAM,,'06-18,2,28.84952969
B09,FAM,,'06-26,1,45
B10,FAM,,'06-26,2,45
B11,FAM,,'06-34,1,45
B12,FAM,,'06-34,2,45
C01,FAM,,'05-74,1,45
C02,FAM,,'05-74,2,45
C03,FAM,,'06-01,1,45
C04,FAM,,'06-01,2,24.35135967
C05,FAM,,'06-09,1,45
C06,FAM,,'06-09,2,45
C07,FAM,,'06-17,1,45
C08,FAM,,'06-17,2,45
C09,FAM,,'06-25,1,45
C10,FAM,,'06-25,2,45
C11,FAM,,'06-33,1,45
C12,FAM,,'06-33,2,45
D01,FAM,,'05-73,1,45
D02,FAM,,'05-73,2,45
D03,FAM,,'05-81,1,45
D04,FAM,,'05-81,2,45
D05,FAM,,'06-08,1,45
D06,FAM,,'06-08,2,33.7563295
D07,FAM,,'06-16,1,45
D08,FAM,,'06-16,2,45
D09,FAM,,'06-24,1,45
D10,FAM,,'06-24,2,45
D11,FAM,,'06-32,1,45
D12,FAM,,'06-32,2,45
E01,FAM,,'05-72,1,45
E02,FAM,,'05-72,2,45
E03,FAM,,'05-80,1,45
E04,FAM,,'05-80,2,45
E05,FAM,,'06-07,1,45
E06,FAM,,'06-07,2,45
E07,FAM,,'06-15,1,45
E08,FAM,,'06-15,2,45
E09,FAM,,'06-23,1,45
E10,FAM,,'06-23,2,45
E11,FAM,,'06-31,1,45
E12,FAM,,'06-31,2,45
F01,FAM,,'05-71,1,45
F02,FAM,,'05-71,2,45
F03,FAM,,'05-79,1,45
F04,FAM,,'05-79,2,45
F05,FAM,,'06-06,1,45
F06,FAM,,'06-06,2,45
F07,FAM,,'06-14,1,45
F08,FAM,,'06-14,2,45
F09,FAM,,'06-22,1,45
F10,FAM,,'06-22,2,45
F11,FAM,,'06-30,1,45
F12,FAM,,'06-30,2,21.86027039
G01,FAM,,'05-70,1,45
G02,FAM,,'05-70,2,45
G03,FAM,,'05-78,1,45
G04,FAM,,'05-78,2,45
G05,FAM,,'06-05,1,45
G06,FAM,,'06-05,2,45
G07,FAM,,'06-13,1,45
G08,FAM,,'06-13,2,45
G09,FAM,,"Bd+FV3 10_5,5",1,23.63402191
G10,FAM,,"Bd+FV3 10_2,2",1,33.6323734
G11,FAM,,"Bd+FV3 10_1,1",1,34.67028155
G12,FAM,,NTC,1,45
H01,FAM,,'05-69,1,36.80721824
H02,FAM,,'05-69,2,38.26356734
H03,FAM,,'05-77,1,45
H04,FAM,,'05-77,2,45
H05,FAM,,'06-04,1,45
H06,FAM,,'06-04,2,45
H07,FAM,,'06-12,1,45
H08,FAM,,'06-12,2,45
H09,FAM,,"Bd+FV3 10_5,5",2,23.44351525
H10,FAM,,"Bd+FV3 10_2,2",2,33.95755723
H11,FAM,,"Bd+FV3 10_1,1",2,33.17021149
H12,FAM,,NTC,2,45
A01,HEX,,'05-76,1,45
A02,HEX,,'05-76,2,45
A03,HEX,,'06-03,1,45
A04,HEX,,'06-03,2,45
A05,HEX,,'06-11,1,45
A06,HEX,,'06-11,2,45
A07,HEX,,'06-19,1,45
A08,HEX,,'06-19,2,45
A09,HEX,,'06-27,1,45
A10,HEX,,'06-27,2,45
A11,HEX,,'06-35,1,45
A12,HEX,,'06-35,2,45
B01,HEX,,'05-75,1,45
B02,HEX,,'05-75,2,45
B03,HEX,,'06-02,1,45
B04,HEX,,'06-02,2,45
B05,HEX,,'06-10,1,45
B06,HEX,,'06-10,2,45
B07,HEX,,'06-18,1,45
B08,HEX,,'06-18,2,45
B09,HEX,,'06-26,1,45
B10,HEX,,'06-26,2,45
B11,HEX,,'06-34,1,45
B12,HEX,,'06-34,2,45
C01,HEX,,'05-74,1,45
C02,HEX,,'05-74,2,45
C03,HEX,,'06-01,1,45
C04,HEX,,'06-01,2,45
C05,HEX,,'06-09,1,45
C06,HEX,,'06-09,2,45
C07,HEX,,'06-17,1,45
C08,HEX,,'06-17,2,45
C09,HEX,,'06-25,1,45
C10,HEX,,'06-25,2,45
C11,HEX,,'06-33,1,45
C12,HEX,,'06-33,2,45
D01,HEX,,'05-73,1,45
D02,HEX,,'05-73,2,45
D03,HEX,,'05-81,1,45
D04,HEX,,'05-81,2,45
D05,HEX,,'06-08,1,45
D06,HEX,,'06-08,2,45
D07,HEX,,'06-16,1,45
D08,HEX,,'06-16,2,45
D09,HEX,,'06-24,1,45
D10,HEX,,'06-24,2,45
D11,HEX,,'06-32,1,45
D12,HEX,,'06-32,2,45
E01,HEX,,'05-72,1,45
E02,HEX,,'05-72,2,45
E03,HEX,,'05-80,1,45
E04,HEX,,'05-80,2,45
E05,HEX,,'06-07,1,45
E06,HEX,,'06-07,2,45
E07,HEX,,'06-15,1,45
E08,HEX,,'06-15,2,45
E09,HEX,,'06-23,1,45
E10,HEX,,'06-23,2,45
E11,HEX,,'06-31,1,45
E12,HEX,,'06-31,2,45
F01,HEX,,'05-71,1,36.48357311
F02,HEX,,'05-71,2,34.63132337
F03,HEX,,'05-79,1,45
F04,HEX,,'05-79,2,45
F05,HEX,,'06-06,1,45
F06,HEX,,'06-06,2,45
F07,HEX,,'06-14,1,45
F08,HEX,,'06-14,2,45
F09,HEX,,'06-22,1,45
F10,HEX,,'06-22,2,45
F11,HEX,,'06-30,1,45
F12,HEX,,'06-30,2,45
G01,HEX,,'05-70,1,45
G02,HEX,,'05-70,2,45
G03,HEX,,'05-78,1,45
G04,HEX,,'05-78,2,45
G05,HEX,,'06-05,1,45
G06,HEX,,'06-05,2,45
G07,HEX,,'06-13,1,45
G08,HEX,,'06-13,2,45
G09,HEX,,"Bd+FV3 10_5,5",1,25.81055647
G10,HEX,,"Bd+FV3 10_2,2",1,35.72795205
G11,HEX,,"Bd+FV3 10_1,1",1,36.46913249
G12,HEX,,NTC,1,45
H01,HEX,,'05-69,1,45
H02,HEX,,'05-69,2,45
H03,HEX,,'05-77,1,45
H04,HEX,,'05-77,2,45
H05,HEX,,'06-04,1,45
H06,HEX,,'06-04,2,45
H07,HEX,,'06-12,1,45
H08,HEX,,'06-12,2,45
H09,HEX,,"Bd+FV3 10_5,5",2,25.56653906
H10,HEX,,"Bd+FV3 10_2,2",2,36.30505729
H11,HEX,,"Bd+FV3 10_1,1",2,35.69982884
H12,HEX,,NTC,2,45
A01,FAM,,'06-43,1,45
A02,FAM,,'06-43,2,45
A03,FAM,,'06-51,1,45
A04,FAM,,'06-51,2,45
A05,FAM,,'06-59,1,39.41996309
A06,FAM,,'06-59,2,39.53312932
A07,FAM,,'06-67,1,45
A08,FAM,,'06-67,2,45
A09,FAM,,'06-75,1,45
A10,FAM,,'06-75,2,45
A11,FAM,,'06-77,1,45
A12,FAM,,'06-77,2,45
B01,FAM,,'06-42,1,45
B02,FAM,,'06-42,2,45
B03,FAM,,'06-50,1,45
B04,FAM,,'06-50,2,45
B05,FAM,,'06-58,1,45
B06,FAM,,'06-58,2,45
B07,FAM,,'06-66,1,45
B08,FAM,,'06-66,2,45
B09,FAM,,'06-74,1,45
B10,FAM,,'06-74,2,45
B11,FAM,,'06-78,1,45
B12,FAM,,'06-78,2,45
C01,FAM,,'06-41,1,45
